Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,192.290,,4.05e+06,B,181 736.05,-,233 740.7,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.320,,1.13e+06,B,181 696.66,-,233 693.3,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.373,,7.20e+06,B,181 711.03,-,233 693.3,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.403,,1.12e+07,B,181 696.66,-,233 670.9,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)6s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.425,,1.80e+07,B,181 772.41,-,233 740.7,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.456,,1.12e+07,B,181 711.03,-,233 670.9,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)6s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.466,,1.41e+07,B,181 736.05,-,233 693.3,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.6335,,2.27e+05,C+,162 517.89,-,214 429.95,2s24p,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.6583,,1.13e+06,B,162 524.57,-,214 429.95,2s24p,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.6767,,1.93e+06,B,110 624.17,-,162 524.57,2s2p2,2P,1/2,2s<sup>2</sup>4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.7015,,7.74e+06,B,110 624.17,-,162 517.89,2s2p2,2P,1/2,2s<sup>2</sup>4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.7286,,9.06e+05,C+,162 517.89,-,214 404.33,2s24p,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.7534,,4.53e+05,C+,162 524.57,-,214 404.33,2s24p,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.8305,,9.65e+06,B,110 665.56,-,162 524.57,2s2p2,2P,3/2,2s<sup>2</sup>4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,192.8554,,3.86e+06,B,110 665.56,-,162 517.89,2s2p2,2P,3/2,2s<sup>2</sup>4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,198.7319,,3.18e+06,B,131 724.37,-,182 043.41,2s23p,2P°,1/2,2s2p(<sup>3</sup>P°)3p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,198.7760,,1.59e+07,B,131 735.52,-,182 043.41,2s23p,2P°,3/2,2s2p(<sup>3</sup>P°)3p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,198.8092,,1.27e+07,B,131 724.37,-,182 023.86,2s23p,2P°,1/2,2s2p(<sup>3</sup>P°)3p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,198.8533,,6.36e+06,B,131 735.52,-,182 023.86,2s23p,2P°,3/2,2s2p(<sup>3</sup>P°)3p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,199.4689,,3.69e+06,B,177 774.59,-,227 907.71,2s2p(3P°)3s,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,199.5444,,1.84e+07,B,177 793.54,-,227 907.71,2s2p(3P°)3s,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,199.5744,,1.47e+07,B,177 774.59,-,227 881.21,2s2p(3P°)3s,2P°,1/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,199.6499,,7.36e+06,B,177 793.54,-,227 881.21,2s2p(3P°)3s,2P°,3/2,2s2p(<sup>3</sup>P°)5p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,201.7925,,1.32e+07,B,131 724.37,-,181 264.24,2s23p,2P°,1/2,2s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,201.8379,,2.64e+07,B,131 735.52,-,181 264.24,2s23p,2P°,3/2,2s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.3129,,6.43e+05,B,166 967.13,-,216 379.59,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)4p,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.3236,,4.63e+05,B,166 990.73,-,216 400.57,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.3815,,2.57e+05,C,166 967.13,-,216 362.84,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)4p,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.4096,,2.06e+05,C+,166 990.73,-,216 379.59,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.4783,,1.28e+06,B,166 990.73,-,216 362.84,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.5080,,1.08e+06,B,167 035.71,-,216 400.57,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,202.5941,,6.92e+05,B,167 035.71,-,216 379.59,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,203.809,,2.37e+06,B,184 690.98,-,233 740.7,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,204.006,,2.37e+06,B,184 690.98,-,233 693.3,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,204.100,,2.36e+06,B,184 690.98,-,233 670.9,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)6s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,204.8497,,1.10e+06,B,166 967.13,-,215 767.77,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)4p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,204.9488,,2.19e+06,B,166 990.73,-,215 767.77,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.1380,,3.28e+06,B,167 035.71,-,215 767.77,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4S,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.179,,3.61e+07,B,181 696.66,-,230 419,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)5d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.180,,3.87e+07,B,181 711.03,-,230 433,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)5d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.181,,4.42e+07,B,181 736.05,-,230 458,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)5d,4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.218,,5.16e+07,B,181 772.41,-,230 485.5,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)5d,4F°,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.239,,1.44e+07,B,181 711.03,-,230 419,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)5d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.286,,1.25e+07,B,181 736.05,-,230 433,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)5d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.334,,7.34e+06,B,181 772.41,-,230 458,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)5d,4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.345,,1.03e+06,B,181 736.05,-,230 419,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)5d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,205.439,,4.97e+05,B,181 772.41,-,230 433,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)5d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.1135,,1.00e+07,B,166 967.13,-,214 772.84,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)4p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.1187,,1.69e+07,B,166 990.73,-,214 795.27,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.1645,,2.41e+07,B,167 035.71,-,214 829.77,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.1701,,2.01e+07,B,166 967.13,-,214 759.91,2s2p(3P°)3s,4P°,1/2,2s2p(<sup>3</sup>P°)4p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.2168,,1.28e+07,B,166 990.73,-,214 772.84,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.2735,,4.00e+06,B,166 990.73,-,214 759.91,2s2p(3P°)3s,4P°,3/2,2s2p(<sup>3</sup>P°)4p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.3156,,7.20e+06,B,167 035.71,-,214 795.27,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,209.4140,,1.20e+06,B,167 035.71,-,214 772.84,2s2p(3P°)3s,4P°,5/2,2s2p(<sup>3</sup>P°)4p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.363,,4.28e+06,B,186 443.69,-,233 740.7,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.463,,9.97e+06,B,186 466.02,-,233 740.7,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)6s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.502,,5.93e+06,B,186 427.35,-,233 693.3,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.575,,1.90e+06,B,186 443.69,-,233 693.3,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.602,,2.37e+06,B,186 427.35,-,233 670.9,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)6s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.675,,6.39e+06,B,186 466.02,-,233 693.3,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)6s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,211.675,,1.18e+07,B,186 443.69,-,233 670.9,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)6s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,213.7415,,3.73e+07,B,131 724.37,-,178 495.11,2s23p,2P°,1/2,2s<sup>2</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,213.7897,,4.47e+07,B,131 735.52,-,178 495.71,2s23p,2P°,3/2,2s<sup>2</sup>5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,213.7925,,7.45e+06,B,131 735.52,-,178 495.11,2s23p,2P°,3/2,2s<sup>2</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,215.470,,1.87e+07,B,184 690.98,-,231 086.6,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5d,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,215.539,,1.87e+07,B,184 690.98,-,231 071.7,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5d,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,215.626,,1.87e+07,B,184 690.98,-,231 052.9,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5d,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,217.3850,,2.31e+07,B,116 537.65,-,162 524.57,2s23s,2S,1/2,2s<sup>2</sup>4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,217.4166,,2.31e+07,B,116 537.65,-,162 517.89,2s23s,2S,1/2,2s<sup>2</sup>4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,218.7479,,6.76e+06,B,168 729.53,-,214 429.95,2p3,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,218.8378,,3.37e+07,B,168 748.30,-,214 429.95,2p3,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,218.8707,,2.70e+07,B,168 729.53,-,214 404.33,2p3,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,218.9606,,1.35e+07,B,168 748.30,-,214 404.33,2p3,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,219.551,,9.7e+00,C,96 493.74,-,142 027.1,2s2p2,2S,1/2,2p<sup>3</sup>,4S°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
,223.848,,3.17e+06,B,186 427.35,-,231 086.6,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)5d,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,223.923,,7.92e+06,B,186 427.35,-,231 071.7,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)5d,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,223.930,,1.58e+07,B,186 443.69,-,231 086.6,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5d,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,224.005,,2.53e+06,B,186 443.69,-,231 071.7,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5d,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
